type,legacyId,track,challenge_duration,createdBy,updatedBy,day_of_year,challenge_prize,numOfSubmissions
1,30092656,Design,16,medium_freq_createdBy,medium_freq_updatedBy,156,2750.0,1
1,30092655,Development,1,medium_freq_createdBy,high_freq_updatedBy,156,600.0,1
1,30092649,Quality Assurance,5,medium_freq_createdBy,high_freq_updatedBy,156,300.0,1
1,30092645,Development,6,medium_freq_createdBy,medium_freq_updatedBy,156,1800.0,1
1,30092642,Development,7,medium_freq_createdBy,high_freq_updatedBy,156,1200.0,1
1,30092624,Development,5,medium_freq_createdBy,high_freq_updatedBy,156,0.0,0
1,30092621,Development,2,high_freq_createdBy,high_freq_updatedBy,156,900.0,1
1,30092616,Development,8,medium_freq_createdBy,high_freq_updatedBy,156,900.0,1
1,30092603,Design,22,medium_freq_createdBy,high_freq_updatedBy,155,2750.0,1
1,30092582,Development,6,high_freq_createdBy,high_freq_updatedBy,155,1500.0,1
1,30092576,Design,15,medium_freq_createdBy,high_freq_updatedBy,155,2000.0,1
1,30092572,Development,7,medium_freq_createdBy,medium_freq_updatedBy,155,1200.0,1
1,30092566,Development,6,high_freq_createdBy,high_freq_updatedBy,155,1200.0,1
1,30092553,Development,7,medium_freq_createdBy,high_freq_updatedBy,155,1600.0,1
1,30092548,Development,8,medium_freq_createdBy,high_freq_updatedBy,155,1800.0,1
0,30092509,Development,0,medium_freq_createdBy,medium_freq_updatedBy,155,200.0,1
1,30092483,Data Science,61,medium_freq_createdBy,high_freq_updatedBy,155,0.0,1
1,30092468,Development,7,medium_freq_createdBy,high_freq_updatedBy,155,2100.0,1
1,30092354,Development,9,high_freq_createdBy,high_freq_updatedBy,154,855.0,1
1,30092349,Development,6,high_freq_createdBy,high_freq_updatedBy,154,1050.0,1
1,30092334,Design,7,medium_freq_createdBy,high_freq_updatedBy,153,5750.0,1
0,30092330,Development,5,low_freq_createdBy,high_freq_updatedBy,153,250.0,1
1,30092321,Development,5,high_freq_createdBy,high_freq_updatedBy,153,1000.0,1
1,30092320,Development,9,high_freq_createdBy,high_freq_updatedBy,153,1500.0,1
1,30092313,Development,3,medium_freq_createdBy,high_freq_updatedBy,152,600.0,1
1,30092312,Development,5,medium_freq_createdBy,high_freq_updatedBy,152,750.0,1
1,30092311,Design,11,medium_freq_createdBy,medium_freq_updatedBy,152,3.0,1
1,30092310,Design,11,medium_freq_createdBy,medium_freq_updatedBy,152,0.0,1
0,30092304,Development,10,high_freq_createdBy,high_freq_updatedBy,152,100.0,1
1,30092303,Data Science,267,medium_freq_createdBy,high_freq_updatedBy,152,24000.0,1
1,30092302,Development,0,medium_freq_createdBy,low_freq_updatedBy,152,200.0,1
0,30092289,Development,1,medium_freq_createdBy,high_freq_updatedBy,151,150.0,1
1,30092274,Development,6,high_freq_createdBy,high_freq_updatedBy,151,1500.0,1
1,30092273,Development,8,high_freq_createdBy,high_freq_updatedBy,151,1200.0,1
0,30092207,Development,9,high_freq_createdBy,high_freq_updatedBy,151,300.0,1
1,30092190,Development,8,medium_freq_createdBy,high_freq_updatedBy,151,900.0,1
1,30092166,Data Science,43,medium_freq_createdBy,high_freq_updatedBy,151,0.0,1
1,30092160,Development,5,high_freq_createdBy,high_freq_updatedBy,151,800.0,1
1,30092150,Design,6,medium_freq_createdBy,high_freq_updatedBy,151,5250.0,1
1,30092149,Development,7,medium_freq_createdBy,high_freq_updatedBy,150,3600.0,1
1,30092118,Design,17,medium_freq_createdBy,high_freq_updatedBy,150,2000.0,1
1,30092105,Development,10,medium_freq_createdBy,high_freq_updatedBy,150,2100.0,1
0,30092074,Development,0,high_freq_createdBy,high_freq_updatedBy,150,200.0,1
0,30092073,Development,0,high_freq_createdBy,high_freq_updatedBy,150,200.0,1
0,30092040,Development,4,high_freq_createdBy,high_freq_updatedBy,150,250.0,1
0,30092039,Development,2,high_freq_createdBy,high_freq_updatedBy,150,100.0,1
1,30092033,Development,0,medium_freq_createdBy,high_freq_updatedBy,150,500.0,1
1,30091997,Development,6,medium_freq_createdBy,high_freq_updatedBy,149,1500.0,1
1,30091975,Design,11,medium_freq_createdBy,low_freq_updatedBy,149,1150.0,1
1,30091973,Development,12,medium_freq_createdBy,high_freq_updatedBy,149,2700.0,1
0,30091957,Development,0,high_freq_createdBy,high_freq_updatedBy,149,250.0,1
1,30091944,Quality Assurance,6,medium_freq_createdBy,medium_freq_updatedBy,149,1100.0,1
1,30091941,Development,5,high_freq_createdBy,high_freq_updatedBy,149,1050.0,1
1,30091940,Development,6,high_freq_createdBy,high_freq_updatedBy,149,1050.0,1
1,30091939,Development,5,high_freq_createdBy,high_freq_updatedBy,149,750.0,1
1,30091925,Data Science,23,medium_freq_createdBy,medium_freq_updatedBy,149,4250.0,1
1,30091868,Design,29,medium_freq_createdBy,high_freq_updatedBy,148,2750.0,1
1,30091862,Design,32,medium_freq_createdBy,medium_freq_updatedBy,148,1550.0,1
1,30091826,Development,7,medium_freq_createdBy,high_freq_updatedBy,148,450.0,1
1,30091810,Development,6,medium_freq_createdBy,high_freq_updatedBy,147,2100.0,1
1,30091807,Development,7,medium_freq_createdBy,high_freq_updatedBy,147,3914.5,1
1,30091806,Development,4,medium_freq_createdBy,high_freq_updatedBy,147,2196.0,1
1,30091792,Development,7,medium_freq_createdBy,high_freq_updatedBy,147,0.0,1
0,30091748,Development,0,high_freq_createdBy,high_freq_updatedBy,147,125.0,1
1,30091715,Design,15,medium_freq_createdBy,high_freq_updatedBy,147,2000.0,1
1,30091712,Data Science,31,medium_freq_createdBy,high_freq_updatedBy,146,0.0,1
1,30091711,Design,24,medium_freq_createdBy,high_freq_updatedBy,146,1550.0,1
1,30091707,Data Science,23,medium_freq_createdBy,high_freq_updatedBy,146,4000.0,1
0,30091706,Development,1,high_freq_createdBy,high_freq_updatedBy,146,150.0,1
1,30091705,Development,12,medium_freq_createdBy,medium_freq_updatedBy,145,450.0,1
1,30091693,Quality Assurance,9,medium_freq_createdBy,high_freq_updatedBy,145,500.0,1
1,30091690,Data Science,23,medium_freq_createdBy,high_freq_updatedBy,145,3800.0,1
1,30091684,Design,28,medium_freq_createdBy,high_freq_updatedBy,145,2000.0,1
1,30091675,Design,25,medium_freq_createdBy,high_freq_updatedBy,144,2000.0,1
0,30091674,Development,8,medium_freq_createdBy,high_freq_updatedBy,144,300.0,1
1,30091672,Development,11,medium_freq_createdBy,high_freq_updatedBy,144,3000.0,1
1,30091667,Development,6,high_freq_createdBy,high_freq_updatedBy,144,1050.0,1
1,30091666,Quality Assurance,6,high_freq_createdBy,medium_freq_updatedBy,144,738.0,1
1,30091662,Design,17,medium_freq_createdBy,high_freq_updatedBy,144,2000.0,1
1,30091651,Design,5,medium_freq_createdBy,high_freq_updatedBy,144,200.0,1
1,30091642,Design,12,medium_freq_createdBy,high_freq_updatedBy,144,300.0,1
0,30091621,Development,1,medium_freq_createdBy,high_freq_updatedBy,144,80.0,1
1,30091609,Development,8,medium_freq_createdBy,high_freq_updatedBy,144,1500.0,1
1,30091600,Data Science,15,medium_freq_createdBy,medium_freq_updatedBy,143,7000.0,1
1,30091598,Design,62,low_freq_createdBy,high_freq_updatedBy,143,4800.0,1
1,30091597,Development,7,high_freq_createdBy,medium_freq_updatedBy,143,900.0,1
1,30091596,Development,4,high_freq_createdBy,medium_freq_updatedBy,143,900.0,1
1,30091595,Development,6,high_freq_createdBy,high_freq_updatedBy,143,900.0,1
1,30091530,Design,28,medium_freq_createdBy,high_freq_updatedBy,142,750.0,1
1,30091524,Development,6,high_freq_createdBy,high_freq_updatedBy,142,1400.0,1
1,30091518,Development,6,high_freq_createdBy,high_freq_updatedBy,142,1800.0,1
0,30091414,Development,9,medium_freq_createdBy,high_freq_updatedBy,142,100.0,1
1,30091322,Development,8,medium_freq_createdBy,high_freq_updatedBy,141,1800.0,1
1,30091311,Development,6,low_freq_createdBy,high_freq_updatedBy,141,120.0,1
0,30091275,Development,2,high_freq_createdBy,high_freq_updatedBy,141,350.0,1
0,30091243,Development,0,high_freq_createdBy,medium_freq_updatedBy,141,50.0,1
1,30091238,Quality Assurance,7,medium_freq_createdBy,high_freq_updatedBy,141,0.0,1
0,30091193,Development,0,high_freq_createdBy,high_freq_updatedBy,141,400.0,1
0,30091192,Development,0,high_freq_createdBy,medium_freq_updatedBy,141,70.0,1
1,30091167,Development,3,medium_freq_createdBy,high_freq_updatedBy,140,900.0,1
1,30091166,Development,6,medium_freq_createdBy,high_freq_updatedBy,140,1200.0,1
1,30091162,Development,4,medium_freq_createdBy,high_freq_updatedBy,140,900.0,1
0,30091160,Design,2,medium_freq_createdBy,high_freq_updatedBy,140,150.0,1
0,30091094,Development,3,medium_freq_createdBy,high_freq_updatedBy,140,300.0,1
1,30091082,Design,39,medium_freq_createdBy,high_freq_updatedBy,139,2750.0,1
0,30091078,Design,0,medium_freq_createdBy,high_freq_updatedBy,138,75.0,1
1,30091076,Development,8,high_freq_createdBy,high_freq_updatedBy,138,1600.0,1
0,30091074,Development,3,high_freq_createdBy,medium_freq_updatedBy,138,250.0,1
0,30091067,Development,5,high_freq_createdBy,high_freq_updatedBy,137,300.0,1
1,30091056,Development,9,high_freq_createdBy,high_freq_updatedBy,137,1200.0,1
1,30091055,Development,10,high_freq_createdBy,high_freq_updatedBy,137,1200.0,1
1,30091028,Design,33,medium_freq_createdBy,high_freq_updatedBy,137,2750.0,1
1,30091023,Development,10,high_freq_createdBy,high_freq_updatedBy,137,900.0,1
1,30091021,Development,9,high_freq_createdBy,high_freq_updatedBy,137,1500.0,1
0,30091014,Development,9,medium_freq_createdBy,high_freq_updatedBy,137,100.0,1
1,30090953,Development,9,medium_freq_createdBy,high_freq_updatedBy,136,2100.0,1
1,30090949,Development,6,high_freq_createdBy,medium_freq_updatedBy,136,1500.0,1
0,30090922,Development,1,medium_freq_createdBy,high_freq_updatedBy,136,80.0,1
1,30090913,Development,6,medium_freq_createdBy,medium_freq_updatedBy,136,600.0,1
0,30090911,Development,2,medium_freq_createdBy,high_freq_updatedBy,135,150.0,1
1,30090910,Design,21,medium_freq_createdBy,high_freq_updatedBy,135,2000.0,1
1,30090896,Development,7,high_freq_createdBy,high_freq_updatedBy,135,1200.0,1
1,30090895,Development,10,medium_freq_createdBy,high_freq_updatedBy,135,25.0,1
1,30090894,Development,7,high_freq_createdBy,high_freq_updatedBy,135,900.0,1
0,30090892,Development,9,high_freq_createdBy,high_freq_updatedBy,135,300.0,1
0,30090891,Development,0,high_freq_createdBy,high_freq_updatedBy,135,80.0,1
0,30090890,Development,1,high_freq_createdBy,high_freq_updatedBy,135,100.0,1
0,30090889,Development,0,high_freq_createdBy,high_freq_updatedBy,135,100.0,1
0,30090888,Development,1,high_freq_createdBy,high_freq_updatedBy,135,100.0,1
0,30090887,Development,10,high_freq_createdBy,high_freq_updatedBy,135,120.0,1
1,30090886,Design,2,medium_freq_createdBy,high_freq_updatedBy,135,1475.0,1
0,30090885,Development,0,high_freq_createdBy,high_freq_updatedBy,135,120.0,1
0,30090884,Development,1,high_freq_createdBy,high_freq_updatedBy,135,80.0,1
1,30090883,Design,4,medium_freq_createdBy,high_freq_updatedBy,135,1475.0,1
1,30090882,Development,8,medium_freq_createdBy,high_freq_updatedBy,135,1200.0,1
1,30090881,Design,17,medium_freq_createdBy,high_freq_updatedBy,135,2750.0,1
0,30090871,Design,0,medium_freq_createdBy,high_freq_updatedBy,135,200.0,1
0,30090870,Development,6,high_freq_createdBy,high_freq_updatedBy,135,500.0,1
1,30090869,Development,5,medium_freq_createdBy,high_freq_updatedBy,135,900.0,1
1,30090834,Development,8,medium_freq_createdBy,high_freq_updatedBy,135,2400.0,1
0,30090819,Development,0,medium_freq_createdBy,high_freq_updatedBy,135,80.0,1
1,30090760,Development,7,medium_freq_createdBy,high_freq_updatedBy,135,3000.0,1
0,30090755,Development,10,medium_freq_createdBy,high_freq_updatedBy,135,600.0,1
0,30090720,Development,6,high_freq_createdBy,high_freq_updatedBy,135,350.0,1
1,30090712,Data Science,12,high_freq_createdBy,medium_freq_updatedBy,135,3500.0,1
0,30090695,Development,0,high_freq_createdBy,high_freq_updatedBy,134,80.0,1
0,30090693,Development,0,high_freq_createdBy,high_freq_updatedBy,134,150.0,1
0,30090692,Development,0,high_freq_createdBy,high_freq_updatedBy,134,100.0,1
1,30090691,Development,8,high_freq_createdBy,high_freq_updatedBy,134,2100.0,1
1,30090680,Data Science,13,high_freq_createdBy,medium_freq_updatedBy,134,3500.0,1
1,30090608,Development,6,medium_freq_createdBy,high_freq_updatedBy,134,4758.0,1
1,30090607,Data Science,7,medium_freq_createdBy,high_freq_updatedBy,134,3000.0,1
1,30090606,Development,3,medium_freq_createdBy,high_freq_updatedBy,134,2264.0,1
0,30090605,Development,2,medium_freq_createdBy,high_freq_updatedBy,134,500.0,1
0,30090601,Design,2,medium_freq_createdBy,high_freq_updatedBy,133,60.0,1
0,30090591,Design,0,medium_freq_createdBy,high_freq_updatedBy,133,100.0,1
1,30090537,Development,9,high_freq_createdBy,high_freq_updatedBy,132,1800.0,1
0,30090515,Design,1,medium_freq_createdBy,high_freq_updatedBy,131,100.0,1
0,30090513,Development,1,medium_freq_createdBy,high_freq_updatedBy,131,100.0,1
0,30090511,Development,5,medium_freq_createdBy,high_freq_updatedBy,131,200.0,1
1,30090508,Development,10,high_freq_createdBy,high_freq_updatedBy,131,520.0,1
1,30090505,Design,11,medium_freq_createdBy,high_freq_updatedBy,130,2000.0,1
1,30090498,Development,7,high_freq_createdBy,high_freq_updatedBy,130,900.0,1
1,30090490,Design,11,medium_freq_createdBy,high_freq_updatedBy,130,1150.0,1
1,30090473,Development,6,high_freq_createdBy,high_freq_updatedBy,130,1800.0,1
1,30090467,Development,9,medium_freq_createdBy,high_freq_updatedBy,130,1800.0,1
1,30090464,Development,7,medium_freq_createdBy,high_freq_updatedBy,130,1200.0,1
1,30090463,Development,7,medium_freq_createdBy,high_freq_updatedBy,130,1200.0,1
1,30090460,Development,7,high_freq_createdBy,high_freq_updatedBy,129,1300.0,1
1,30090459,Development,8,high_freq_createdBy,medium_freq_updatedBy,129,1500.0,1
1,30090457,Data Science,28,medium_freq_createdBy,high_freq_updatedBy,129,3700.0,1
1,30090438,Data Science,18,medium_freq_createdBy,medium_freq_updatedBy,129,7000.0,1
1,30090434,Development,8,high_freq_createdBy,high_freq_updatedBy,129,1300.0,1
0,30090401,Development,10,medium_freq_createdBy,high_freq_updatedBy,129,150.0,1
0,30090377,Development,4,high_freq_createdBy,high_freq_updatedBy,129,300.0,1
1,30090374,Development,13,medium_freq_createdBy,high_freq_updatedBy,128,6300.0,1
1,30090373,Development,4,high_freq_createdBy,medium_freq_updatedBy,128,900.0,1
1,30090371,Development,8,high_freq_createdBy,high_freq_updatedBy,128,1500.0,1
0,30090364,Development,1,medium_freq_createdBy,high_freq_updatedBy,128,250.0,1
0,30090281,Development,10,high_freq_createdBy,high_freq_updatedBy,128,100.0,1
1,30090278,Design,30,medium_freq_createdBy,high_freq_updatedBy,127,1550.0,1
1,30090270,Design,21,medium_freq_createdBy,high_freq_updatedBy,127,2000.0,1
0,30090257,Development,40,low_freq_createdBy,high_freq_updatedBy,127,5.0,1
0,30090256,Development,40,low_freq_createdBy,high_freq_updatedBy,127,5.0,1
0,30090255,Development,0,low_freq_createdBy,low_freq_updatedBy,127,700.0,1
1,30090243,Development,13,medium_freq_createdBy,high_freq_updatedBy,127,3000.0,1
1,30090220,Design,9,medium_freq_createdBy,high_freq_updatedBy,127,170.0,1
0,30090213,Development,10,high_freq_createdBy,high_freq_updatedBy,126,80.0,1
0,30090212,Development,10,high_freq_createdBy,high_freq_updatedBy,126,200.0,1
1,30090211,Development,9,high_freq_createdBy,high_freq_updatedBy,126,1800.0,1
0,30090210,Development,10,high_freq_createdBy,high_freq_updatedBy,126,80.0,1
0,30090209,Development,1,high_freq_createdBy,high_freq_updatedBy,126,140.0,1
0,30090208,Development,0,high_freq_createdBy,high_freq_updatedBy,126,100.0,1
0,30090206,Development,1,medium_freq_createdBy,high_freq_updatedBy,126,40.0,1
0,30090204,Development,0,high_freq_createdBy,high_freq_updatedBy,126,150.0,1
1,30090194,Design,17,medium_freq_createdBy,high_freq_updatedBy,126,400.0,1
1,30090173,Development,8,medium_freq_createdBy,high_freq_updatedBy,126,1800.0,1
0,30090168,Development,10,high_freq_createdBy,high_freq_updatedBy,125,50.0,1
0,30090167,Development,0,high_freq_createdBy,high_freq_updatedBy,125,40.0,1
1,30090166,Development,7,medium_freq_createdBy,high_freq_updatedBy,125,1050.0,1
1,30090165,Development,9,high_freq_createdBy,high_freq_updatedBy,125,900.0,1
1,30090164,Development,9,high_freq_createdBy,high_freq_updatedBy,125,1500.0,1
1,30090151,Development,9,medium_freq_createdBy,medium_freq_updatedBy,124,1800.0,1
1,30090150,Development,8,high_freq_createdBy,high_freq_updatedBy,124,1500.0,1
1,30090123,Development,8,medium_freq_createdBy,high_freq_updatedBy,123,2100.0,1
0,30090056,Development,1,high_freq_createdBy,high_freq_updatedBy,123,150.0,1
0,30090053,Development,1,medium_freq_createdBy,high_freq_updatedBy,123,300.0,1
1,30090022,Development,8,high_freq_createdBy,high_freq_updatedBy,123,900.0,1
1,30090020,Development,7,high_freq_createdBy,high_freq_updatedBy,123,900.0,1
1,30090016,Development,7,high_freq_createdBy,high_freq_updatedBy,123,900.0,1
1,30090004,Design,45,medium_freq_createdBy,high_freq_updatedBy,123,2000.0,1
0,30089968,Development,0,medium_freq_createdBy,high_freq_updatedBy,123,599.0,1
0,30089965,Development,1,high_freq_createdBy,medium_freq_updatedBy,122,100.0,1
0,30089964,Development,1,high_freq_createdBy,medium_freq_updatedBy,122,100.0,1
0,30089963,Development,1,high_freq_createdBy,medium_freq_updatedBy,122,100.0,1
0,30089952,Development,0,medium_freq_createdBy,high_freq_updatedBy,122,7399.0,1
0,30089873,Design,1,medium_freq_createdBy,high_freq_updatedBy,122,50.0,1
0,30089872,Design,1,medium_freq_createdBy,high_freq_updatedBy,122,50.0,1
0,30089871,Design,2,medium_freq_createdBy,high_freq_updatedBy,122,100.0,1
0,30089868,Development,33,medium_freq_createdBy,medium_freq_updatedBy,122,0.0,0
0,30089860,Development,2,medium_freq_createdBy,high_freq_updatedBy,122,970.0,1
0,30089859,Development,2,medium_freq_createdBy,high_freq_updatedBy,122,600.0,1
0,30089857,Development,2,medium_freq_createdBy,high_freq_updatedBy,122,720.0,1
0,30089856,Development,2,medium_freq_createdBy,high_freq_updatedBy,122,1975.0,1
0,30089841,Development,1,high_freq_createdBy,high_freq_updatedBy,122,225.0,1
1,30089762,Development,5,high_freq_createdBy,high_freq_updatedBy,121,1300.0,1
1,30089761,Development,4,high_freq_createdBy,high_freq_updatedBy,121,1300.0,1
1,30089751,Development,6,high_freq_createdBy,high_freq_updatedBy,121,1200.0,1
1,30089747,Development,7,high_freq_createdBy,high_freq_updatedBy,121,1500.0,1
0,30089708,Development,5,high_freq_createdBy,high_freq_updatedBy,121,600.0,1
0,30089705,Development,10,medium_freq_createdBy,high_freq_updatedBy,121,60.0,1
0,30089700,Development,10,medium_freq_createdBy,medium_freq_updatedBy,121,60.0,1
1,30089646,Development,10,high_freq_createdBy,high_freq_updatedBy,121,1800.0,1
1,30089567,Development,6,medium_freq_createdBy,high_freq_updatedBy,121,7319.75,1
1,30089564,Development,4,medium_freq_createdBy,high_freq_updatedBy,121,2254.0,1
1,30089530,Design,8,medium_freq_createdBy,high_freq_updatedBy,120,5750.0,1
1,30089528,Design,13,medium_freq_createdBy,high_freq_updatedBy,120,850.0,1
1,30089496,Development,3,high_freq_createdBy,high_freq_updatedBy,120,600.0,1
0,30089484,Development,10,high_freq_createdBy,high_freq_updatedBy,120,500.0,1
0,30089478,Development,6,medium_freq_createdBy,high_freq_updatedBy,120,400.0,1
1,30089434,Development,7,high_freq_createdBy,high_freq_updatedBy,119,1200.0,1
1,30089433,Development,8,high_freq_createdBy,high_freq_updatedBy,119,1800.0,1
1,30089393,Development,7,medium_freq_createdBy,high_freq_updatedBy,119,2100.0,1
1,30089381,Development,8,high_freq_createdBy,high_freq_updatedBy,119,2250.0,1
0,30089311,Development,1,medium_freq_createdBy,high_freq_updatedBy,119,870.0,1
0,30089310,Development,2,medium_freq_createdBy,high_freq_updatedBy,119,1150.0,1
0,30089309,Development,2,medium_freq_createdBy,high_freq_updatedBy,119,720.0,1
0,30089308,Development,2,medium_freq_createdBy,high_freq_updatedBy,119,1500.0,1
0,30089307,Development,2,medium_freq_createdBy,high_freq_updatedBy,119,2300.0,1
1,30089306,Development,9,high_freq_createdBy,high_freq_updatedBy,119,1500.0,1
1,30089301,Data Science,48,medium_freq_createdBy,high_freq_updatedBy,119,16000.0,1
1,30089234,Data Science,36,medium_freq_createdBy,high_freq_updatedBy,117,6500.0,1
0,30089229,Development,5,medium_freq_createdBy,high_freq_updatedBy,116,250.0,1
0,30089228,Development,9,medium_freq_createdBy,high_freq_updatedBy,116,100.0,1
1,30089227,Development,4,high_freq_createdBy,high_freq_updatedBy,116,600.0,1
1,30089214,Development,6,medium_freq_createdBy,high_freq_updatedBy,116,900.0,1
1,30089203,Design,22,medium_freq_createdBy,high_freq_updatedBy,116,1550.0,1
1,30089126,Development,6,medium_freq_createdBy,high_freq_updatedBy,115,1800.0,1
1,30089123,Development,5,high_freq_createdBy,high_freq_updatedBy,115,1500.0,1
0,30089095,Development,0,high_freq_createdBy,high_freq_updatedBy,115,250.0,1
1,30089076,Development,6,high_freq_createdBy,high_freq_updatedBy,115,1500.0,1
0,30089060,Development,3,high_freq_createdBy,high_freq_updatedBy,115,80.0,1
1,30089057,Development,6,medium_freq_createdBy,high_freq_updatedBy,115,600.0,1
1,30089056,Development,9,medium_freq_createdBy,high_freq_updatedBy,115,1800.0,1
1,30089047,Design,15,medium_freq_createdBy,high_freq_updatedBy,114,2000.0,1
0,30089045,Development,0,medium_freq_createdBy,high_freq_updatedBy,114,150.0,1
0,30089037,Development,1,medium_freq_createdBy,high_freq_updatedBy,114,750.0,1
0,30089036,Development,1,medium_freq_createdBy,high_freq_updatedBy,114,600.0,1
0,30089018,Development,10,high_freq_createdBy,high_freq_updatedBy,114,70.0,1
0,30089011,Development,9,medium_freq_createdBy,high_freq_updatedBy,114,60.0,1
1,30089009,Quality Assurance,11,medium_freq_createdBy,high_freq_updatedBy,114,600.0,1
1,30089008,Data Science,9,medium_freq_createdBy,high_freq_updatedBy,114,0.0,1
0,30089000,Development,2,high_freq_createdBy,high_freq_updatedBy,113,500.0,1
1,30088995,Development,7,high_freq_createdBy,high_freq_updatedBy,113,900.0,1
0,30088993,Development,9,medium_freq_createdBy,high_freq_updatedBy,113,150.0,1
1,30088979,Design,15,medium_freq_createdBy,high_freq_updatedBy,113,2000.0,1
0,30088971,Development,12,medium_freq_createdBy,high_freq_updatedBy,113,400.0,1
0,30088961,Development,1,medium_freq_createdBy,high_freq_updatedBy,113,500.0,1
0,30088960,Development,29,low_freq_createdBy,high_freq_updatedBy,113,5.0,1
1,30088944,Quality Assurance,14,medium_freq_createdBy,high_freq_updatedBy,113,0.0,1
1,30088941,Development,11,high_freq_createdBy,high_freq_updatedBy,112,1500.0,1
1,30088932,Design,29,medium_freq_createdBy,high_freq_updatedBy,112,2000.0,1
0,30088894,Development,0,medium_freq_createdBy,medium_freq_updatedBy,112,100.0,1
1,30088851,Development,9,medium_freq_createdBy,high_freq_updatedBy,110,1950.0,1
1,30088848,Data Science,17,high_freq_createdBy,high_freq_updatedBy,110,3100.0,1
1,30088837,Development,4,high_freq_createdBy,medium_freq_updatedBy,110,600.0,1
0,30088832,Development,1,high_freq_createdBy,high_freq_updatedBy,110,125.0,1
1,30088823,Design,17,medium_freq_createdBy,high_freq_updatedBy,109,1550.0,1
0,30088817,Development,10,high_freq_createdBy,high_freq_updatedBy,109,150.0,1
0,30088785,Development,2,medium_freq_createdBy,high_freq_updatedBy,109,100.0,1
0,30088775,Development,2,high_freq_createdBy,high_freq_updatedBy,109,100.0,1
1,30088736,Design,10,medium_freq_createdBy,high_freq_updatedBy,108,5750.0,1
1,30088735,Data Science,46,medium_freq_createdBy,high_freq_updatedBy,108,27500.0,1
1,30088730,Development,8,high_freq_createdBy,medium_freq_updatedBy,108,1800.0,1
1,30088724,Development,8,high_freq_createdBy,medium_freq_updatedBy,108,1500.0,1
0,30088714,Development,0,high_freq_createdBy,high_freq_updatedBy,108,150.0,1
1,30088693,Development,5,high_freq_createdBy,medium_freq_updatedBy,108,1200.0,1
0,30088683,Development,3,low_freq_createdBy,high_freq_updatedBy,107,65.0,1
1,30088682,Development,7,high_freq_createdBy,medium_freq_updatedBy,107,900.0,1
0,30088680,Development,10,high_freq_createdBy,high_freq_updatedBy,107,150.0,1
0,30088679,Development,0,high_freq_createdBy,high_freq_updatedBy,107,150.0,1
1,30088678,Development,8,high_freq_createdBy,medium_freq_updatedBy,107,1200.0,1
1,30088677,Development,7,medium_freq_createdBy,high_freq_updatedBy,107,2400.0,1
1,30088635,Design,31,medium_freq_createdBy,high_freq_updatedBy,106,2750.0,1
0,30088622,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,650.0,1
0,30088621,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,2000.0,1
0,30088617,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,100.0,1
0,30088616,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,270.0,1
0,30088615,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,270.0,1
0,30088613,Development,2,medium_freq_createdBy,high_freq_updatedBy,106,1000.0,1
0,30088610,Development,0,high_freq_createdBy,high_freq_updatedBy,106,160.0,1
0,30088606,Development,10,medium_freq_createdBy,high_freq_updatedBy,106,60.0,1
0,30088591,Development,6,medium_freq_createdBy,low_freq_updatedBy,105,4799.0,1
1,30088568,Development,9,medium_freq_createdBy,high_freq_updatedBy,105,1800.0,1
1,30088562,Design,15,medium_freq_createdBy,high_freq_updatedBy,105,1550.0,1
1,30088561,Development,7,medium_freq_createdBy,high_freq_updatedBy,105,7594.25,1
1,30088560,Development,4,medium_freq_createdBy,high_freq_updatedBy,105,2308.0,1
1,30088557,Data Science,22,medium_freq_createdBy,high_freq_updatedBy,105,8000.0,1
1,30088556,Development,9,medium_freq_createdBy,medium_freq_updatedBy,104,1200.0,1
1,30088530,Development,14,medium_freq_createdBy,high_freq_updatedBy,103,2500.0,1
1,30088518,Development,6,high_freq_createdBy,high_freq_updatedBy,103,900.0,1
1,30088513,Development,8,high_freq_createdBy,medium_freq_updatedBy,103,1800.0,1
1,30088508,Data Science,15,medium_freq_createdBy,high_freq_updatedBy,103,3500.0,1
1,30088504,Development,6,low_freq_createdBy,high_freq_updatedBy,102,550.0,1
1,30088503,Design,20,medium_freq_createdBy,high_freq_updatedBy,102,5750.0,1
1,30088501,Design,37,low_freq_createdBy,high_freq_updatedBy,102,0.0,1
1,30088500,Development,6,medium_freq_createdBy,medium_freq_updatedBy,102,1500.0,1
0,30088499,Development,10,medium_freq_createdBy,high_freq_updatedBy,102,50.0,1
0,30088494,Development,10,medium_freq_createdBy,high_freq_updatedBy,102,249.0,1
1,30088486,Development,8,medium_freq_createdBy,high_freq_updatedBy,102,600.0,1
0,30088485,Development,0,medium_freq_createdBy,low_freq_updatedBy,102,150.0,1
1,30088474,Development,9,high_freq_createdBy,medium_freq_updatedBy,102,1800.0,1
1,30088473,Development,8,high_freq_createdBy,high_freq_updatedBy,102,2100.0,1
1,30088472,Development,6,medium_freq_createdBy,high_freq_updatedBy,102,2400.0,1
0,30088453,Development,0,medium_freq_createdBy,high_freq_updatedBy,101,60.0,1
1,30088452,Development,8,high_freq_createdBy,high_freq_updatedBy,101,1500.0,1
1,30088446,Development,5,medium_freq_createdBy,high_freq_updatedBy,101,1.0,1
